instruction,response,passage_sha256,stratum,source_file,chunk_index,example_type,tag,example_id
"Based only on the passage, what remarkable physical and intellectual characteristics did Turguéneff possess?","Turguéneff was tall and strongly built with soft, thick grey hair covering his head. He was considered beautiful, with eyes that gleamed with intelligence and a touch of humour. His manner showed simplicity and absence of affectation. His head revealed vast brain development, and when he died, his brain was weighed and found to surpass the heaviest brain then known (Cuvier's), reaching over two thousand grammes.",b6d69b284e12ce12e0830e581faff3be7c176f7a0b877b86cc8e92561f5afd42,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_007_all_shades_of_revolutionary_opinion_blanquists_jacobinists.txt,3,grounded,NA,ex_56
"According to the passage only, what services did Turguéneff render to Russia through his writings?","Through his 'Sportsman's Notebook,' Turguéneff rendered the immense service of throwing odium upon serfdom. Through his later novels, he showed what the Russian woman is, the treasuries of mind and heart she possesses, what she may be as an inspirer of men, and taught how men with real claims to superiority look upon women and how they love. This teaching made an indelible impression on the narrator and thousands of contemporaries, more powerful than articles on women's rights.",b6d69b284e12ce12e0830e581faff3be7c176f7a0b877b86cc8e92561f5afd42,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_007_all_shades_of_revolutionary_opinion_blanquists_jacobinists.txt,3,grounded,NA,ex_57
"Using only the passage, explain what the author believed should be the chief duty of a revolutionary paper.","The author believed a revolutionary paper should make readers feel in sympathy with the throbbing of the human heart all over the world, with its revolt against age-long injustice, and with its attempts at working out new forms of life. It should record symptoms announcing a new era, the germination of new social forms, and growing revolt against antiquated institutions, showing hesitating minds the support advanced ideas find everywhere. The paper should inspire hope, not despair, as hope makes successful revolutions.",748c8429ac7cce9a57edd75cf41d61c559e4d8abc55d6342923b1d107adf8f48,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_007_all_shades_of_revolutionary_opinion_blanquists_jacobinists.txt,7,grounded,NA,ex_58
"Based only on the passage, describe who Dumartheray was and what made him valuable to the paper.","Dumartheray was born in one of the poorest peasant families in Savoy with schooling that did not go beyond primary school rudiments. Despite this, he was one of the most intelligent men the author ever met. His appreciations of current events and men showed uncommon good sense that was often prophetic. He was also a fine critic of socialist literature who was never taken in by mere display of fine words or would-be science.",748c8429ac7cce9a57edd75cf41d61c559e4d8abc55d6342923b1d107adf8f48,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_007_all_shades_of_revolutionary_opinion_blanquists_jacobinists.txt,7,grounded,NA,ex_59
"Using only the passage, explain what happened with the initial printing of 'Le Révolté' and what the paper later became.","The previous papers had never exceeded an edition of six hundred copies. For 'Le Révolté,' they printed two thousand copies, and in a few days not one was left. It was a success and still continues at Paris under the title of 'Temps Nouveaux.'",748c8429ac7cce9a57edd75cf41d61c559e4d8abc55d6342923b1d107adf8f48,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_007_all_shades_of_revolutionary_opinion_blanquists_jacobinists.txt,7,grounded,NA,ex_60
"Based only on the passage, what does the author argue is the ideal form of society that humanity is moving towards?","The author argues the ideal is a society of integrated, combined labour where each individual is a producer of both manual and intellectual work. In this society, each able-bodied person works both in the field and industrial workshop, and every aggregation of individuals large enough to have varied natural resources produces and consumes most of its own agricultural and manufactured produce.",6101e15f5ebfd3da40d0d05e6f8860a657c3c48122c0294e3cb7958ff14e0b96,mutual_aid,kropotkin_corpus/science/fields_factories_and_workshops/chapter_017_chapter.txt,2,grounded,NA,ex_61
"Using only the passage, explain why the author believes permanent division of labour is doomed to disappear.","The author believes permanent division of labour is doomed because as technical knowledge becomes everybody's domain and becomes international, each nation can apply the whole variety of its energies to diverse industrial and agricultural pursuits. Knowledge ignores artificial political boundaries, and the needs of both human aggregations and individuals call for variety of pursuits—intellectual, industrial, and agricultural—corresponding to different capacities.",6101e15f5ebfd3da40d0d05e6f8860a657c3c48122c0294e3cb7958ff14e0b96,mutual_aid,kropotkin_corpus/science/fields_factories_and_workshops/chapter_017_chapter.txt,2,grounded,NA,ex_62
"According to the passage only, what obstacles does the author identify that prevent the full realization of integrated labour, and what threatens the current industrial system?","The author identifies that as long as society permits owners of land and capital to appropriate the yearly surplus of human production under State protection and historical rights, such change cannot be thoroughly accomplished. The current industrial system is threatened by industrial crises that grow more acute and protracted, worsened by armaments and wars, making its maintenance increasingly difficult. Workers also manifest their intention to no longer patiently support the misery caused by each crisis.",6101e15f5ebfd3da40d0d05e6f8860a657c3c48122c0294e3cb7958ff14e0b96,mutual_aid,kropotkin_corpus/science/fields_factories_and_workshops/chapter_017_chapter.txt,2,grounded,NA,ex_63
"Based only on the passage, explain why Malthus's Essay on the Principle of Population was influential according to Kropotkin.","According to the passage, Malthus's essay appeared at the right time and summed up ideas already current among the wealth-possessing minority. It provided the rich with a scientific argument against ideas of equality by asserting that poverty is a natural law rather than due to institutions, and that population grows too rapidly for resources. This gave support to those in power, since dominion based on force needs belief in its own rightfulness to remain stable.",f1ad365d2d30623a87b357a1d26019fc4dde8cd2acfd6a0c1996bd131b7b9214,mutual_aid,kropotkin_corpus/science/fields_factories_and_workshops/chapter_023_chapter.txt,1,grounded,NA,ex_64
"Using only the passage, describe how French peasants' wheat cultivation contradicts Malthusian theory.","The passage states that French peasants nearly doubled both the area under wheat and the returns from each acre during the nineteenth century, increasing wheat production almost fourfold. Meanwhile, the population only increased by 41 percent. This means the ratio of wheat crop increase was six times greater than population increase, contradicting Malthus's claim that food production cannot keep pace with population growth.",f1ad365d2d30623a87b357a1d26019fc4dde8cd2acfd6a0c1996bd131b7b9214,mutual_aid,kropotkin_corpus/science/fields_factories_and_workshops/chapter_023_chapter.txt,1,grounded,NA,ex_65
"According to the passage only, how did Malthus's doctrine affect both the wealthy and poorer classes?","The passage explains that Malthus's doctrine gave the wealthy classes a pseudo-scientific argument against equality. For the poorer classes, it deprived them of hope for improvement and made them skeptical of social reformers' promises. Even advanced reformers came to doubt whether all needs could be satisfied if population suddenly increased due to temporary welfare improvements.",f1ad365d2d30623a87b357a1d26019fc4dde8cd2acfd6a0c1996bd131b7b9214,mutual_aid,kropotkin_corpus/science/fields_factories_and_workshops/chapter_023_chapter.txt,1,grounded,NA,ex_66
